,station,date,param_unit,val,depth,location,agency
11264,VC.4.9,2/5/71,Water Temperature_deg C,8.4,10.3,oaks,Vector control
11265,VC.4.9,2/5/71,Water Temperature_deg C,8.4,10.9,oaks,Vector control
11266,VC.4.9,2/5/71,Water Temperature_deg C,8.4,11.5,oaks,Vector control
11267,VC.4.9,2/5/71,Water Temperature_deg C,8.4,12.1,oaks,Vector control
11268,VC.4.9,2/5/71,Water Temperature_deg C,8.4,12.8,oaks,Vector control
11269,VC.4.9,2/5/71,Water Temperature_deg C,8.4,13.4,oaks,Vector control
11270,VC.4.9,2/5/71,Water Temperature_deg C,8.4,14,oaks,Vector control
164,CLEAR LK 15-UP ARM CL-1,2/25/71,Water Temperature_deg C,8.6,0,upper,DWR
165,CLEAR LK 15-UP ARM CL-1,2/25/71,Water Temperature_deg C,8.5,7.9,upper,DWR
1014,CLEAR LK 23 OAKS ARM CL4,2/25/71,Water Temperature_deg C,8.9,0,oaks,DWR
1015,CLEAR LK 23 OAKS ARM CL4,2/25/71,Water Temperature_deg C,8.9,13.1,oaks,DWR
1873,CLEAR LK LO ARM CL3,2/25/71,Water Temperature_deg C,9.1,0,lower,DWR
1874,CLEAR LK LO ARM CL3,2/25/71,Water Temperature_deg C,9.1,10.1,lower,DWR
11271,VC.5.13,3/1/71,Water Temperature_deg C,8.6,0,lower,Vector control
11272,VC.5.13,3/1/71,Water Temperature_deg C,8.6,0.6,lower,Vector control
11273,VC.5.13,3/1/71,Water Temperature_deg C,8.6,1.2,lower,Vector control
11274,VC.5.13,3/1/71,Water Temperature_deg C,8.6,1.8,lower,Vector control
11275,VC.5.13,3/1/71,Water Temperature_deg C,8.6,2.4,lower,Vector control
11276,VC.5.13,3/1/71,Water Temperature_deg C,8.6,3,lower,Vector control
11277,VC.5.13,3/1/71,Water Temperature_deg C,8.6,3.6,lower,Vector control
11278,VC.5.13,3/1/71,Water Temperature_deg C,8.3,4.2,lower,Vector control
11279,VC.5.13,3/1/71,Water Temperature_deg C,8.3,4.8,lower,Vector control
11280,VC.5.13,3/1/71,Water Temperature_deg C,8.3,5.4,lower,Vector control
11281,VC.4.9,3/3/71,Water Temperature_deg C,8.5,0,oaks,Vector control
11282,VC.4.9,3/3/71,Water Temperature_deg C,8.4,0.6,oaks,Vector control
11283,VC.4.9,3/3/71,Water Temperature_deg C,8.4,1.2,oaks,Vector control
11284,VC.4.9,3/3/71,Water Temperature_deg C,8.4,1.8,oaks,Vector control
11285,VC.4.9,3/3/71,Water Temperature_deg C,8.4,2.4,oaks,Vector control
11286,VC.4.9,3/3/71,Water Temperature_deg C,8.4,3,oaks,Vector control
11287,VC.4.9,3/3/71,Water Temperature_deg C,8.4,3.6,oaks,Vector control
11288,VC.4.9,3/3/71,Water Temperature_deg C,8.4,4.2,oaks,Vector control
11289,VC.4.9,3/3/71,Water Temperature_deg C,8.4,4.8,oaks,Vector control
11290,VC.4.9,3/3/71,Water Temperature_deg C,8.4,5.4,oaks,Vector control
11291,VC.4.9,3/3/71,Water Temperature_deg C,8.4,6,oaks,Vector control
11292,VC.4.9,3/3/71,Water Temperature_deg C,8.4,6.7,oaks,Vector control
11293,VC.4.9,3/3/71,Water Temperature_deg C,8.4,7.3,oaks,Vector control
11294,VC.4.9,3/3/71,Water Temperature_deg C,8.4,7.9,oaks,Vector control
11295,VC.4.9,3/3/71,Water Temperature_deg C,8.4,8.5,oaks,Vector control
11296,VC.4.9,3/3/71,Water Temperature_deg C,8.4,9.1,oaks,Vector control
11297,VC.4.9,3/3/71,Water Temperature_deg C,8.4,9.7,oaks,Vector control
11298,VC.4.9,3/3/71,Water Temperature_deg C,8.3,10.3,oaks,Vector control
11299,VC.4.9,3/3/71,Water Temperature_deg C,8.3,10.9,oaks,Vector control
11300,VC.4.9,3/3/71,Water Temperature_deg C,8.3,11.5,oaks,Vector control
11301,VC.4.9,3/3/71,Water Temperature_deg C,8.3,12.1,oaks,Vector control
11302,VC.4.9,3/3/71,Water Temperature_deg C,8.3,12.8,oaks,Vector control
11303,VC.4.9,3/3/71,Water Temperature_deg C,8.3,13.4,oaks,Vector control
3239,CLEAR LK A LAKEPORT,3/4/71,Water Temperature_deg C,8.33,0,upper,DWR
11304,VC.3.5,3/31/71,Water Temperature_deg C,12.3,0,upper,Vector control
11305,VC.3.5,3/31/71,Water Temperature_deg C,10.6,0.3,upper,Vector control
11306,VC.3.5,3/31/71,Water Temperature_deg C,10.6,1.8,upper,Vector control
11307,VC.3.5,3/31/71,Water Temperature_deg C,10.5,6,upper,Vector control
11308,VC.4.9,4/2/71,Water Temperature_deg C,12.6,0,oaks,Vector control
11309,VC.4.9,4/2/71,Water Temperature_deg C,11.7,0.3,oaks,Vector control
11310,VC.4.9,4/2/71,Water Temperature_deg C,11.7,1.8,oaks,Vector control
11311,VC.4.9,4/2/71,Water Temperature_deg C,10.9,10.3,oaks,Vector control
11312,VC.4.9,4/2/71,Water Temperature_deg C,10.5,10.9,oaks,Vector control
11313,VC.5.13,4/2/71,Water Temperature_deg C,13.4,0,lower,Vector control
11314,VC.5.13,4/2/71,Water Temperature_deg C,12.6,0.3,lower,Vector control
11315,VC.5.13,4/2/71,Water Temperature_deg C,12.6,1.8,lower,Vector control
11316,VC.5.13,4/2/71,Water Temperature_deg C,11.5,3,lower,Vector control
11317,VC.5.13,4/2/71,Water Temperature_deg C,11.4,4.8,lower,Vector control
11318,VC.5.13,4/2/71,Water Temperature_deg C,11.3,6,lower,Vector control
11319,VC.5.13,4/2/71,Water Temperature_deg C,11,7.9,lower,Vector control
11320,VC.5.13,4/2/71,Water Temperature_deg C,10.7,9.1,lower,Vector control
11321,VC.5.13,4/2/71,Water Temperature_deg C,10.6,12.1,lower,Vector control
3240,CLEAR LK A LAKEPORT,4/8/71,Water Temperature_deg C,10.56,0,upper,DWR
166,CLEAR LK 15-UP ARM CL-1,4/21/71,Water Temperature_deg C,14.8,0,upper,DWR
167,CLEAR LK 15-UP ARM CL-1,4/21/71,Water Temperature_deg C,12.4,7.9,upper,DWR
1016,CLEAR LK 23 OAKS ARM CL4,4/21/71,Water Temperature_deg C,13.2,0,oaks,DWR
1017,CLEAR LK 23 OAKS ARM CL4,4/21/71,Water Temperature_deg C,12.4,11.9,oaks,DWR
1875,CLEAR LK LO ARM CL3,4/21/71,Water Temperature_deg C,13,0,lower,DWR
1876,CLEAR LK LO ARM CL3,4/21/71,Water Temperature_deg C,12.7,11,lower,DWR
3241,CLEAR LK A LAKEPORT,5/5/71,Water Temperature_deg C,13.89,0,upper,DWR
11322,VC.5.13,5/11/71,Water Temperature_deg C,16.7,0,lower,Vector control
11323,VC.5.13,5/11/71,Water Temperature_deg C,15.4,0.3,lower,Vector control
11324,VC.5.13,5/11/71,Water Temperature_deg C,15,1.5,lower,Vector control
11325,VC.5.13,5/11/71,Water Temperature_deg C,14.5,6,lower,Vector control
11326,VC.5.13,5/11/71,Water Temperature_deg C,14,7.6,lower,Vector control
11327,VC.5.13,5/11/71,Water Temperature_deg C,13.9,9.1,lower,Vector control
11328,VC.5.13,5/11/71,Water Temperature_deg C,13.5,12.1,lower,Vector control
11329,VC.5.13,5/11/71,Water Temperature_deg C,13.1,13.4,lower,Vector control
11330,VC.4.9,5/11/71,Water Temperature_deg C,16.7,0,oaks,Vector control
11331,VC.4.9,5/11/71,Water Temperature_deg C,16.4,0.3,oaks,Vector control
11332,VC.4.9,5/11/71,Water Temperature_deg C,15.9,1.5,oaks,Vector control
11333,VC.4.9,5/11/71,Water Temperature_deg C,15.3,4.5,oaks,Vector control
11334,VC.4.9,5/11/71,Water Temperature_deg C,15,6,oaks,Vector control
11335,VC.4.9,5/11/71,Water Temperature_deg C,14.8,7.6,oaks,Vector control
11336,VC.4.9,5/11/71,Water Temperature_deg C,14.5,9.1,oaks,Vector control
11337,VC.4.9,5/11/71,Water Temperature_deg C,14.4,12.1,oaks,Vector control
11338,VC.4.9,5/11/71,Water Temperature_deg C,13.9,14,oaks,Vector control
11339,VC.3.5,5/11/71,Water Temperature_deg C,16,0,upper,Vector control
11340,VC.3.5,5/11/71,Water Temperature_deg C,15.9,0.3,upper,Vector control
11341,VC.3.5,5/11/71,Water Temperature_deg C,15.2,3,upper,Vector control
11342,VC.3.5,5/11/71,Water Temperature_deg C,15,6,upper,Vector control
168,CLEAR LK 15-UP ARM CL-1,5/12/71,Water Temperature_deg C,19.1,0,upper,DWR
169,CLEAR LK 15-UP ARM CL-1,5/12/71,Water Temperature_deg C,14.7,7.9,upper,DWR
1018,CLEAR LK 23 OAKS ARM CL4,5/12/71,Water Temperature_deg C,17.3,0,oaks,DWR
1019,CLEAR LK 23 OAKS ARM CL4,5/12/71,Water Temperature_deg C,14.2,13.4,oaks,DWR
1877,CLEAR LK LO ARM CL3,5/12/71,Water Temperature_deg C,20,0,lower,DWR
1878,CLEAR LK LO ARM CL3,5/12/71,Water Temperature_deg C,13.9,11.6,lower,DWR
170,CLEAR LK 15-UP ARM CL-1,5/17/71,Water Temperature_deg C,17.4,0,upper,DWR
171,CLEAR LK 15-UP ARM CL-1,5/17/71,Water Temperature_deg C,16.1,7.9,upper,DWR
1020,CLEAR LK 23 OAKS ARM CL4,5/17/71,Water Temperature_deg C,17.1,0,oaks,DWR
1021,CLEAR LK 23 OAKS ARM CL4,5/17/71,Water Temperature_deg C,16.2,13.1,oaks,DWR
1879,CLEAR LK LO ARM CL3,5/17/71,Water Temperature_deg C,17.3,0,lower,DWR
1880,CLEAR LK LO ARM CL3,5/17/71,Water Temperature_deg C,16.4,11,lower,DWR
172,CLEAR LK 15-UP ARM CL-1,5/21/71,Water Temperature_deg C,17.2,0,upper,DWR
173,CLEAR LK 15-UP ARM CL-1,5/21/71,Water Temperature_deg C,16.3,7.9,upper,DWR
1022,CLEAR LK 23 OAKS ARM CL4,5/21/71,Water Temperature_deg C,16.8,0,oaks,DWR
1023,CLEAR LK 23 OAKS ARM CL4,5/21/71,Water Temperature_deg C,16.3,13.1,oaks,DWR
1881,CLEAR LK LO ARM CL3,5/21/71,Water Temperature_deg C,17,0,lower,DWR
1882,CLEAR LK LO ARM CL3,5/21/71,Water Temperature_deg C,16.5,11,lower,DWR
174,CLEAR LK 15-UP ARM CL-1,5/24/71,Water Temperature_deg C,20.8,0,upper,DWR
175,CLEAR LK 15-UP ARM CL-1,5/24/71,Water Temperature_deg C,16.6,7.9,upper,DWR
1024,CLEAR LK 23 OAKS ARM CL4,5/24/71,Water Temperature_deg C,21.9,0,oaks,DWR
1025,CLEAR LK 23 OAKS ARM CL4,5/24/71,Water Temperature_deg C,16.3,13.1,oaks,DWR
1883,CLEAR LK LO ARM CL3,5/24/71,Water Temperature_deg C,20.9,0,lower,DWR
1884,CLEAR LK LO ARM CL3,5/24/71,Water Temperature_deg C,16.5,11,lower,DWR
176,CLEAR LK 15-UP ARM CL-1,5/26/71,Water Temperature_deg C,17.7,0,upper,DWR
177,CLEAR LK 15-UP ARM CL-1,5/26/71,Water Temperature_deg C,17.5,7.9,upper,DWR
1026,CLEAR LK 23 OAKS ARM CL4,5/26/71,Water Temperature_deg C,17.6,0,oaks,DWR
1027,CLEAR LK 23 OAKS ARM CL4,5/26/71,Water Temperature_deg C,17,13.1,oaks,DWR
1885,CLEAR LK LO ARM CL3,5/26/71,Water Temperature_deg C,18.3,0,lower,DWR
1886,CLEAR LK LO ARM CL3,5/26/71,Water Temperature_deg C,17.3,11,lower,DWR
178,CLEAR LK 15-UP ARM CL-1,5/28/71,Water Temperature_deg C,17.1,0,upper,DWR
179,CLEAR LK 15-UP ARM CL-1,5/28/71,Water Temperature_deg C,17,7.9,upper,DWR
1028,CLEAR LK 23 OAKS ARM CL4,5/28/71,Water Temperature_deg C,17.5,0,oaks,DWR
1029,CLEAR LK 23 OAKS ARM CL4,5/28/71,Water Temperature_deg C,17.1,13.1,oaks,DWR
1887,CLEAR LK LO ARM CL3,5/28/71,Water Temperature_deg C,18,0,lower,DWR
1888,CLEAR LK LO ARM CL3,5/28/71,Water Temperature_deg C,17.4,11,lower,DWR
180,CLEAR LK 15-UP ARM CL-1,6/2/71,Water Temperature_deg C,18.1,0,upper,DWR
181,CLEAR LK 15-UP ARM CL-1,6/2/71,Water Temperature_deg C,16.6,7.9,upper,DWR
1030,CLEAR LK 23 OAKS ARM CL4,6/2/71,Water Temperature_deg C,17.8,0,oaks,DWR
1031,CLEAR LK 23 OAKS ARM CL4,6/2/71,Water Temperature_deg C,16.6,13.1,oaks,DWR
1889,CLEAR LK LO ARM CL3,6/2/71,Water Temperature_deg C,18.2,0,lower,DWR
1890,CLEAR LK LO ARM CL3,6/2/71,Water Temperature_deg C,16.8,11,lower,DWR
11343,VC.3.5,6/2/71,Water Temperature_deg C,16.8,0,upper,Vector control
11344,VC.3.5,6/2/71,Water Temperature_deg C,16.3,4.5,upper,Vector control
11345,VC.5.13,6/3/71,Water Temperature_deg C,17.3,0,lower,Vector control
11346,VC.5.13,6/3/71,Water Temperature_deg C,17,0.3,lower,Vector control
11347,VC.5.13,6/3/71,Water Temperature_deg C,16.6,1.5,lower,Vector control
11348,VC.5.13,6/3/71,Water Temperature_deg C,16.4,15.2,lower,Vector control
11349,VC.4.9,6/3/71,Water Temperature_deg C,17.1,0,oaks,Vector control
11350,VC.4.9,6/3/71,Water Temperature_deg C,17,0.3,oaks,Vector control
11351,VC.4.9,6/3/71,Water Temperature_deg C,16.8,1.5,oaks,Vector control
11352,VC.4.9,6/3/71,Water Temperature_deg C,16.7,4.5,oaks,Vector control
11353,VC.4.9,6/3/71,Water Temperature_deg C,16.6,9.1,oaks,Vector control
11354,VC.4.9,6/3/71,Water Temperature_deg C,16.4,12.1,oaks,Vector control
182,CLEAR LK 15-UP ARM CL-1,6/4/71,Water Temperature_deg C,18.8,0,upper,DWR
183,CLEAR LK 15-UP ARM CL-1,6/4/71,Water Temperature_deg C,16.7,7.9,upper,DWR
1032,CLEAR LK 23 OAKS ARM CL4,6/4/71,Water Temperature_deg C,18.5,0,oaks,DWR
1033,CLEAR LK 23 OAKS ARM CL4,6/4/71,Water Temperature_deg C,16.7,13.1,oaks,DWR
1891,CLEAR LK LO ARM CL3,6/4/71,Water Temperature_deg C,19.8,0,lower,DWR
1892,CLEAR LK LO ARM CL3,6/4/71,Water Temperature_deg C,16.9,11,lower,DWR
184,CLEAR LK 15-UP ARM CL-1,6/8/71,Water Temperature_deg C,20.5,0,upper,DWR
185,CLEAR LK 15-UP ARM CL-1,6/8/71,Water Temperature_deg C,17.5,7.9,upper,DWR
1034,CLEAR LK 23 OAKS ARM CL4,6/8/71,Water Temperature_deg C,19.3,0,oaks,DWR
1035,CLEAR LK 23 OAKS ARM CL4,6/8/71,Water Temperature_deg C,17.7,13.1,oaks,DWR
1893,CLEAR LK LO ARM CL3,6/8/71,Water Temperature_deg C,19.9,0,lower,DWR
1894,CLEAR LK LO ARM CL3,6/8/71,Water Temperature_deg C,17.8,11,lower,DWR
186,CLEAR LK 15-UP ARM CL-1,6/11/71,Water Temperature_deg C,22.3,0,upper,DWR
187,CLEAR LK 15-UP ARM CL-1,6/11/71,Water Temperature_deg C,18.4,7.9,upper,DWR
1036,CLEAR LK 23 OAKS ARM CL4,6/11/71,Water Temperature_deg C,20.2,0,oaks,DWR
1037,CLEAR LK 23 OAKS ARM CL4,6/11/71,Water Temperature_deg C,18.1,11.9,oaks,DWR
1895,CLEAR LK LO ARM CL3,6/11/71,Water Temperature_deg C,20.6,0,lower,DWR
1896,CLEAR LK LO ARM CL3,6/11/71,Water Temperature_deg C,18.4,11,lower,DWR
188,CLEAR LK 15-UP ARM CL-1,6/15/71,Water Temperature_deg C,22.2,0,upper,DWR
189,CLEAR LK 15-UP ARM CL-1,6/15/71,Water Temperature_deg C,19.2,7.9,upper,DWR
1038,CLEAR LK 23 OAKS ARM CL4,6/15/71,Water Temperature_deg C,21.8,0,oaks,DWR
1039,CLEAR LK 23 OAKS ARM CL4,6/15/71,Water Temperature_deg C,18.4,13.1,oaks,DWR
1897,CLEAR LK LO ARM CL3,6/15/71,Water Temperature_deg C,21.8,0,lower,DWR
1898,CLEAR LK LO ARM CL3,6/15/71,Water Temperature_deg C,19.2,11,lower,DWR
190,CLEAR LK 15-UP ARM CL-1,6/23/71,Water Temperature_deg C,22.4,0,upper,DWR
191,CLEAR LK 15-UP ARM CL-1,6/23/71,Water Temperature_deg C,20.7,7.9,upper,DWR
1040,CLEAR LK 23 OAKS ARM CL4,6/23/71,Water Temperature_deg C,21.7,0,oaks,DWR
1041,CLEAR LK 23 OAKS ARM CL4,6/23/71,Water Temperature_deg C,21.1,11.9,oaks,DWR
1899,CLEAR LK LO ARM CL3,6/23/71,Water Temperature_deg C,23,0,lower,DWR
1900,CLEAR LK LO ARM CL3,6/23/71,Water Temperature_deg C,20.4,11,lower,DWR
3242,CLEAR LK A LAKEPORT,6/24/71,Water Temperature_deg C,19,0,upper,DWR
192,CLEAR LK 15-UP ARM CL-1,7/7/71,Water Temperature_deg C,24.3,0,upper,DWR
193,CLEAR LK 15-UP ARM CL-1,7/7/71,Water Temperature_deg C,22,7.9,upper,DWR
1042,CLEAR LK 23 OAKS ARM CL4,7/7/71,Water Temperature_deg C,23,0,oaks,DWR
1043,CLEAR LK 23 OAKS ARM CL4,7/7/71,Water Temperature_deg C,21.3,11.9,oaks,DWR
1901,CLEAR LK LO ARM CL3,7/7/71,Water Temperature_deg C,23.3,0,lower,DWR
1902,CLEAR LK LO ARM CL3,7/7/71,Water Temperature_deg C,21.8,11,lower,DWR
11355,VC.3.5,7/7/71,Water Temperature_deg C,22.7,0,upper,Vector control
11356,VC.3.5,7/7/71,Water Temperature_deg C,22.4,3,upper,Vector control
11357,VC.3.5,7/7/71,Water Temperature_deg C,21.4,4.5,upper,Vector control
11358,VC.3.5,7/7/71,Water Temperature_deg C,20.4,5.1,upper,Vector control
11359,VC.5.13,7/13/71,Water Temperature_deg C,23,0,lower,Vector control
11360,VC.5.13,7/13/71,Water Temperature_deg C,22.1,1.5,lower,Vector control
11361,VC.5.13,7/13/71,Water Temperature_deg C,21.4,4.5,lower,Vector control
11362,VC.5.13,7/13/71,Water Temperature_deg C,21.1,12.1,lower,Vector control
11363,VC.5.13,7/13/71,Water Temperature_deg C,20.9,15.2,lower,Vector control
11364,VC.4.9,7/13/71,Water Temperature_deg C,21.8,0,oaks,Vector control
11365,VC.4.9,7/13/71,Water Temperature_deg C,21.7,1.5,oaks,Vector control
11366,VC.4.9,7/13/71,Water Temperature_deg C,21.6,3,oaks,Vector control
11367,VC.4.9,7/13/71,Water Temperature_deg C,21.2,7.6,oaks,Vector control
11368,VC.4.9,7/13/71,Water Temperature_deg C,20.8,12.4,oaks,Vector control
3243,CLEAR LK A LAKEPORT,7/22/71,Water Temperature_deg C,24.5,0,upper,DWR
194,CLEAR LK 15-UP ARM CL-1,7/28/71,Water Temperature_deg C,27.6,0,upper,DWR
195,CLEAR LK 15-UP ARM CL-1,7/28/71,Water Temperature_deg C,21.7,7.6,upper,DWR
1044,CLEAR LK 23 OAKS ARM CL4,7/28/71,Water Temperature_deg C,29.9,0,oaks,DWR
1045,CLEAR LK 23 OAKS ARM CL4,7/28/71,Water Temperature_deg C,21.6,11.9,oaks,DWR
1903,CLEAR LK LO ARM CL3,7/28/71,Water Temperature_deg C,29.6,0,lower,DWR
1904,CLEAR LK LO ARM CL3,7/28/71,Water Temperature_deg C,22.7,10.1,lower,DWR
11369,VC.5.13,8/3/71,Water Temperature_deg C,25,0,lower,Vector control
11370,VC.5.13,8/3/71,Water Temperature_deg C,25,3,lower,Vector control
11371,VC.5.13,8/3/71,Water Temperature_deg C,24.8,6,lower,Vector control
11372,VC.5.13,8/3/71,Water Temperature_deg C,24.7,10.6,lower,Vector control
11373,VC.5.13,8/3/71,Water Temperature_deg C,21.6,13.1,lower,Vector control
11374,VC.4.9,8/3/71,Water Temperature_deg C,25,0,oaks,Vector control
11375,VC.4.9,8/3/71,Water Temperature_deg C,25,6,oaks,Vector control
11376,VC.4.9,8/3/71,Water Temperature_deg C,24.8,10.6,oaks,Vector control
11377,VC.4.9,8/3/71,Water Temperature_deg C,21,12.1,oaks,Vector control
11378,VC.3.5,8/3/71,Water Temperature_deg C,25,0,upper,Vector control
11379,VC.3.5,8/3/71,Water Temperature_deg C,25,0.6,upper,Vector control
11380,VC.3.5,8/3/71,Water Temperature_deg C,24.9,1.5,upper,Vector control
11381,VC.3.5,8/3/71,Water Temperature_deg C,24.5,3,upper,Vector control
11382,VC.3.5,8/3/71,Water Temperature_deg C,24.3,4.5,upper,Vector control
11383,VC.3.5,8/3/71,Water Temperature_deg C,22.8,5.4,upper,Vector control
1046,CLEAR LK 23 OAKS ARM CL4,8/9/71,Water Temperature_deg C,26.2,0,oaks,DWR
1047,CLEAR LK 23 OAKS ARM CL4,8/9/71,Water Temperature_deg C,24.2,11.9,oaks,DWR
1905,CLEAR LK LO ARM CL3,8/9/71,Water Temperature_deg C,26,0,lower,DWR
1906,CLEAR LK LO ARM CL3,8/9/71,Water Temperature_deg C,25.4,10.1,lower,DWR
3244,CLEAR LK A LAKEPORT,8/19/71,Water Temperature_deg C,24.5,0,upper,DWR
1048,CLEAR LK 23 OAKS ARM CL4,8/26/71,Water Temperature_deg C,27,0,oaks,DWR
1049,CLEAR LK 23 OAKS ARM CL4,8/26/71,Water Temperature_deg C,24.5,11.9,oaks,DWR
1907,CLEAR LK LO ARM CL3,8/26/71,Water Temperature_deg C,26.6,0,lower,DWR
1908,CLEAR LK LO ARM CL3,8/26/71,Water Temperature_deg C,25.1,9.1,lower,DWR
11384,VC.3.5,9/3/71,Water Temperature_deg C,21.6,0,upper,Vector control
11385,VC.3.5,9/3/71,Water Temperature_deg C,21.6,0.6,upper,Vector control
11386,VC.3.5,9/3/71,Water Temperature_deg C,21.5,4.5,upper,Vector control
1050,CLEAR LK 23 OAKS ARM CL4,9/8/71,Water Temperature_deg C,23.8,0,oaks,DWR
1051,CLEAR LK 23 OAKS ARM CL4,9/8/71,Water Temperature_deg C,21.9,11.9,oaks,DWR
1909,CLEAR LK LO ARM CL3,9/8/71,Water Temperature_deg C,23.4,0,lower,DWR
1910,CLEAR LK LO ARM CL3,9/8/71,Water Temperature_deg C,22.3,9.1,lower,DWR
11387,VC.5.13,9/9/71,Water Temperature_deg C,22.6,0,lower,Vector control
11388,VC.5.13,9/9/71,Water Temperature_deg C,22,1.5,lower,Vector control
11389,VC.5.13,9/9/71,Water Temperature_deg C,21.8,4.5,lower,Vector control
11390,VC.5.13,9/9/71,Water Temperature_deg C,21.6,10.6,lower,Vector control
11391,VC.5.13,9/9/71,Water Temperature_deg C,21.4,13.7,lower,Vector control
11392,VC.4.9,9/9/71,Water Temperature_deg C,22.1,0,oaks,Vector control
11393,VC.4.9,9/9/71,Water Temperature_deg C,21.7,3,oaks,Vector control
11394,VC.4.9,9/9/71,Water Temperature_deg C,21.4,8.5,oaks,Vector control
3245,CLEAR LK A LAKEPORT,9/16/71,Water Temperature_deg C,22,0,upper,DWR
196,CLEAR LK 15-UP ARM CL-1,9/23/71,Water Temperature_deg C,22.5,0,upper,DWR
197,CLEAR LK 15-UP ARM CL-1,9/23/71,Water Temperature_deg C,21.9,6.1,upper,DWR
1052,CLEAR LK 23 OAKS ARM CL4,9/23/71,Water Temperature_deg C,25.3,0,oaks,DWR
1053,CLEAR LK 23 OAKS ARM CL4,9/23/71,Water Temperature_deg C,22.2,11,oaks,DWR
1911,CLEAR LK LO ARM CL3,9/23/71,Water Temperature_deg C,24.6,0,lower,DWR
1912,CLEAR LK LO ARM CL3,9/23/71,Water Temperature_deg C,21.7,9.1,lower,DWR
11395,VC.3.5,10/1/71,Water Temperature_deg C,17.8,0,upper,Vector control
11396,VC.3.5,10/1/71,Water Temperature_deg C,17.8,3,upper,Vector control
11397,VC.5.13,10/4/71,Water Temperature_deg C,19.7,0,lower,Vector control
11398,VC.5.13,10/4/71,Water Temperature_deg C,18.9,0.6,lower,Vector control
11399,VC.5.13,10/4/71,Water Temperature_deg C,18.5,1.2,lower,Vector control
11400,VC.5.13,10/4/71,Water Temperature_deg C,18.3,2.4,lower,Vector control
11401,VC.5.13,10/4/71,Water Temperature_deg C,18.2,3,lower,Vector control
11402,VC.5.13,10/4/71,Water Temperature_deg C,18.1,3.6,lower,Vector control
11403,VC.5.13,10/4/71,Water Temperature_deg C,17.8,6,lower,Vector control
11404,VC.5.13,10/4/71,Water Temperature_deg C,18.1,7.6,lower,Vector control
11405,VC.4.9,10/4/71,Water Temperature_deg C,18.8,0,oaks,Vector control
11406,VC.4.9,10/4/71,Water Temperature_deg C,18.7,0.6,oaks,Vector control
11407,VC.4.9,10/4/71,Water Temperature_deg C,18.6,1.5,oaks,Vector control
11408,VC.4.9,10/4/71,Water Temperature_deg C,18.3,1.8,oaks,Vector control
11409,VC.4.9,10/4/71,Water Temperature_deg C,18.1,2.4,oaks,Vector control
11410,VC.4.9,10/4/71,Water Temperature_deg C,18,3.6,oaks,Vector control
11411,VC.4.9,10/4/71,Water Temperature_deg C,18.1,7.3,oaks,Vector control
198,CLEAR LK 15-UP ARM CL-1,10/14/71,Water Temperature_deg C,18.9,0,upper,DWR
199,CLEAR LK 15-UP ARM CL-1,10/14/71,Water Temperature_deg C,18.7,6.1,upper,DWR
1054,CLEAR LK 23 OAKS ARM CL4,10/14/71,Water Temperature_deg C,19.3,0,oaks,DWR
1055,CLEAR LK 23 OAKS ARM CL4,10/14/71,Water Temperature_deg C,18.9,11,oaks,DWR
1913,CLEAR LK LO ARM CL3,10/14/71,Water Temperature_deg C,17.8,0,lower,DWR
1914,CLEAR LK LO ARM CL3,10/14/71,Water Temperature_deg C,19.4,9.1,lower,DWR
3246,CLEAR LK A LAKEPORT,10/21/71,Water Temperature_deg C,16.5,0,upper,DWR
11412,VC.3.5,11/4/71,Water Temperature_deg C,13.7,0,upper,Vector control
11413,VC.3.5,11/4/71,Water Temperature_deg C,13.1,1.2,upper,Vector control
11414,VC.3.5,11/4/71,Water Temperature_deg C,12.9,2.4,upper,Vector control
11415,VC.3.5,11/4/71,Water Temperature_deg C,12.8,3.3,upper,Vector control
3247,CLEAR LK A LAKEPORT,11/12/71,Water Temperature_deg C,11,0,upper,DWR
200,CLEAR LK 15-UP ARM CL-1,11/16/71,Water Temperature_deg C,11,0,upper,DWR
201,CLEAR LK 15-UP ARM CL-1,11/16/71,Water Temperature_deg C,10.7,7,upper,DWR
1056,CLEAR LK 23 OAKS ARM CL4,11/16/71,Water Temperature_deg C,12.4,0,oaks,DWR
1057,CLEAR LK 23 OAKS ARM CL4,11/16/71,Water Temperature_deg C,12,11,oaks,DWR
1915,CLEAR LK LO ARM CL3,11/16/71,Water Temperature_deg C,11.9,0,lower,DWR
1916,CLEAR LK LO ARM CL3,11/16/71,Water Temperature_deg C,11.8,9.1,lower,DWR
11416,VC.5.13,11/17/71,Water Temperature_deg C,12,0,lower,Vector control
11417,VC.5.13,11/17/71,Water Temperature_deg C,11.6,1.5,lower,Vector control
11418,VC.5.13,11/17/71,Water Temperature_deg C,11.3,4.5,lower,Vector control
11419,VC.5.13,11/17/71,Water Temperature_deg C,11.2,12.8,lower,Vector control
