,station,date,param_unit,val,depth,location,agency
642,CLEAR LK 15-UP ARM CL-1,6/28/90,Water Temperature_deg C,24.8,6.1,upper,DWR
643,CLEAR LK 15-UP ARM CL-1,6/28/90,Water Temperature_deg C,24.8,0,upper,DWR
1493,CLEAR LK 23 OAKS ARM CL4,6/28/90,Water Temperature_deg C,22.2,11.9,oaks,DWR
1494,CLEAR LK 23 OAKS ARM CL4,6/28/90,Water Temperature_deg C,22.2,0,oaks,DWR
2353,CLEAR LK LO ARM CL3,6/28/90,Water Temperature_deg C,22.6,0,lower,DWR
2354,CLEAR LK LO ARM CL3,6/28/90,Water Temperature_deg C,21.8,9.1,lower,DWR
14008,VC.3.5,6/29/90,Water Temperature_deg C,23.5,0,upper,Vector control
14009,VC.3.5,6/29/90,Water Temperature_deg C,22,1,upper,Vector control
14010,VC.3.5,6/29/90,Water Temperature_deg C,21.5,2,upper,Vector control
14011,VC.3.5,6/29/90,Water Temperature_deg C,21,3,upper,Vector control
14012,VC.3.5,6/29/90,Water Temperature_deg C,20.5,4,upper,Vector control
14013,VC.4.9,7/9/90,Water Temperature_deg C,25,0,oaks,Vector control
14014,VC.4.9,7/9/90,Water Temperature_deg C,23.5,1,oaks,Vector control
14015,VC.4.9,7/9/90,Water Temperature_deg C,23,2,oaks,Vector control
14016,VC.4.9,7/9/90,Water Temperature_deg C,23,3,oaks,Vector control
14017,VC.4.9,7/9/90,Water Temperature_deg C,23,4,oaks,Vector control
14018,VC.4.9,7/9/90,Water Temperature_deg C,22.5,5,oaks,Vector control
14019,VC.4.9,7/9/90,Water Temperature_deg C,22.5,6,oaks,Vector control
14020,VC.4.9,7/9/90,Water Temperature_deg C,21.5,7,oaks,Vector control
14021,VC.4.9,7/9/90,Water Temperature_deg C,21.5,8,oaks,Vector control
14022,VC.4.9,7/9/90,Water Temperature_deg C,21.5,9,oaks,Vector control
14023,VC.4.9,7/9/90,Water Temperature_deg C,21.5,10,oaks,Vector control
14024,VC.4.9,7/9/90,Water Temperature_deg C,21,11,oaks,Vector control
14025,VC.4.9,7/9/90,Water Temperature_deg C,21,12,oaks,Vector control
14026,VC.4.9,7/9/90,Water Temperature_deg C,21,13,oaks,Vector control
14027,VC.5.13,7/9/90,Water Temperature_deg C,24,0,lower,Vector control
14028,VC.5.13,7/9/90,Water Temperature_deg C,23.5,1,lower,Vector control
14029,VC.5.13,7/9/90,Water Temperature_deg C,23,2,lower,Vector control
14030,VC.5.13,7/9/90,Water Temperature_deg C,22.5,3,lower,Vector control
14031,VC.5.13,7/9/90,Water Temperature_deg C,22.5,4,lower,Vector control
14032,VC.5.13,7/9/90,Water Temperature_deg C,22,5,lower,Vector control
14033,VC.5.13,7/9/90,Water Temperature_deg C,21.5,6,lower,Vector control
14034,VC.5.13,7/9/90,Water Temperature_deg C,21.5,7,lower,Vector control
14035,VC.5.13,7/9/90,Water Temperature_deg C,21.5,8,lower,Vector control
14036,VC.5.13,7/9/90,Water Temperature_deg C,21.5,9,lower,Vector control
14037,VC.5.13,7/9/90,Water Temperature_deg C,21.5,10,lower,Vector control
14038,VC.5.13,7/9/90,Water Temperature_deg C,21.5,11,lower,Vector control
14039,VC.5.13,7/9/90,Water Temperature_deg C,21.5,12,lower,Vector control
14040,VC.5.13,7/9/90,Water Temperature_deg C,21.5,13,lower,Vector control
14041,VC.3.5,7/13/90,Water Temperature_deg C,25,0,upper,Vector control
14042,VC.3.5,7/13/90,Water Temperature_deg C,24,1,upper,Vector control
14043,VC.3.5,7/13/90,Water Temperature_deg C,23.5,2,upper,Vector control
14044,VC.3.5,7/13/90,Water Temperature_deg C,22,3,upper,Vector control
14045,VC.3.5,7/13/90,Water Temperature_deg C,22,4,upper,Vector control
644,CLEAR LK 15-UP ARM CL-1,7/26/90,Water Temperature_deg C,26,0,upper,DWR
1495,CLEAR LK 23 OAKS ARM CL4,7/26/90,Water Temperature_deg C,25.1,0,oaks,DWR
1496,CLEAR LK 23 OAKS ARM CL4,7/26/90,Water Temperature_deg C,23.1,11.6,oaks,DWR
2355,CLEAR LK LO ARM CL3,7/26/90,Water Temperature_deg C,26,0,lower,DWR
2356,CLEAR LK LO ARM CL3,7/26/90,Water Temperature_deg C,24.4,9.1,lower,DWR
645,CLEAR LK 15-UP ARM CL-1,8/23/90,Water Temperature_deg C,25.6,0,upper,DWR
646,CLEAR LK 15-UP ARM CL-1,8/23/90,Water Temperature_deg C,23.1,5.5,upper,DWR
1497,CLEAR LK 23 OAKS ARM CL4,8/23/90,Water Temperature_deg C,23.1,11.6,oaks,DWR
1498,CLEAR LK 23 OAKS ARM CL4,8/23/90,Water Temperature_deg C,24.7,0,oaks,DWR
2357,CLEAR LK LO ARM CL3,8/23/90,Water Temperature_deg C,23.3,9.1,lower,DWR
2358,CLEAR LK LO ARM CL3,8/23/90,Water Temperature_deg C,24.2,0,lower,DWR
14046,VC.3.5,8/24/90,Water Temperature_deg C,26,0,upper,Vector control
14047,VC.3.5,8/24/90,Water Temperature_deg C,23.5,1,upper,Vector control
14048,VC.3.5,8/24/90,Water Temperature_deg C,23,2,upper,Vector control
14049,VC.3.5,8/24/90,Water Temperature_deg C,23,3,upper,Vector control
14050,VC.3.5,8/24/90,Water Temperature_deg C,23,4,upper,Vector control
14051,VC.5.13,8/28/90,Water Temperature_deg C,22.5,0,lower,Vector control
14052,VC.5.13,8/28/90,Water Temperature_deg C,22,1,lower,Vector control
14053,VC.5.13,8/28/90,Water Temperature_deg C,22,2,lower,Vector control
14054,VC.5.13,8/28/90,Water Temperature_deg C,21.5,3,lower,Vector control
14055,VC.5.13,8/28/90,Water Temperature_deg C,21.5,4,lower,Vector control
14056,VC.5.13,8/28/90,Water Temperature_deg C,21.5,5,lower,Vector control
14057,VC.5.13,8/28/90,Water Temperature_deg C,21.5,6,lower,Vector control
14058,VC.5.13,8/28/90,Water Temperature_deg C,21.5,7,lower,Vector control
14059,VC.5.13,8/28/90,Water Temperature_deg C,21.5,8,lower,Vector control
14060,VC.5.13,8/28/90,Water Temperature_deg C,21.5,9,lower,Vector control
14061,VC.5.13,8/28/90,Water Temperature_deg C,21.5,10,lower,Vector control
14062,VC.5.13,8/28/90,Water Temperature_deg C,21.5,11,lower,Vector control
14063,VC.5.13,8/28/90,Water Temperature_deg C,21.5,12,lower,Vector control
14064,VC.5.13,8/28/90,Water Temperature_deg C,21.5,13,lower,Vector control
14065,VC.5.13,8/28/90,Water Temperature_deg C,21.5,14,lower,Vector control
14066,VC.5.13,8/28/90,Water Temperature_deg C,21.5,14.5,lower,Vector control
14067,VC.4.9,8/28/90,Water Temperature_deg C,22,0,oaks,Vector control
14068,VC.4.9,8/28/90,Water Temperature_deg C,22,1,oaks,Vector control
14069,VC.4.9,8/28/90,Water Temperature_deg C,22,2,oaks,Vector control
14070,VC.4.9,8/28/90,Water Temperature_deg C,21.5,3,oaks,Vector control
14071,VC.4.9,8/28/90,Water Temperature_deg C,21.5,4,oaks,Vector control
14072,VC.4.9,8/28/90,Water Temperature_deg C,21.5,5,oaks,Vector control
14073,VC.4.9,8/28/90,Water Temperature_deg C,21.5,6,oaks,Vector control
14074,VC.4.9,8/28/90,Water Temperature_deg C,21.5,7,oaks,Vector control
14075,VC.4.9,8/28/90,Water Temperature_deg C,21.5,8,oaks,Vector control
14076,VC.4.9,8/28/90,Water Temperature_deg C,21.5,9,oaks,Vector control
14077,VC.4.9,8/28/90,Water Temperature_deg C,21.5,10,oaks,Vector control
14078,VC.4.9,8/28/90,Water Temperature_deg C,21.5,11,oaks,Vector control
14079,VC.4.9,8/28/90,Water Temperature_deg C,21.5,12,oaks,Vector control
14080,VC.4.9,8/28/90,Water Temperature_deg C,21.5,13,oaks,Vector control
14081,VC.3.5,9/11/90,Water Temperature_deg C,23,0,upper,Vector control
14082,VC.3.5,9/11/90,Water Temperature_deg C,21.5,1,upper,Vector control
14083,VC.3.5,9/11/90,Water Temperature_deg C,21,2,upper,Vector control
14084,VC.3.5,9/11/90,Water Temperature_deg C,21,3,upper,Vector control
14085,VC.3.5,9/11/90,Water Temperature_deg C,21,3.5,upper,Vector control
647,CLEAR LK 15-UP ARM CL-1,9/20/90,Water Temperature_deg C,21.7,0,upper,DWR
1499,CLEAR LK 23 OAKS ARM CL4,9/20/90,Water Temperature_deg C,20.3,0,oaks,DWR
2359,CLEAR LK LO ARM CL3,9/20/90,Water Temperature_deg C,20.9,0,lower,DWR
14086,VC.4.9,9/20/90,Water Temperature_deg C,20.5,0,oaks,Vector control
14087,VC.4.9,9/20/90,Water Temperature_deg C,20.5,1,oaks,Vector control
14088,VC.4.9,9/20/90,Water Temperature_deg C,20.5,2,oaks,Vector control
14089,VC.4.9,9/20/90,Water Temperature_deg C,20.5,3,oaks,Vector control
14090,VC.4.9,9/20/90,Water Temperature_deg C,20.5,4,oaks,Vector control
14091,VC.4.9,9/20/90,Water Temperature_deg C,20.5,5,oaks,Vector control
14092,VC.4.9,9/20/90,Water Temperature_deg C,20.5,6,oaks,Vector control
14093,VC.4.9,9/20/90,Water Temperature_deg C,20.5,7,oaks,Vector control
14094,VC.4.9,9/20/90,Water Temperature_deg C,20.5,8,oaks,Vector control
14095,VC.4.9,9/20/90,Water Temperature_deg C,20.5,9,oaks,Vector control
14096,VC.4.9,9/20/90,Water Temperature_deg C,20,10,oaks,Vector control
14097,VC.4.9,9/20/90,Water Temperature_deg C,20,11,oaks,Vector control
14098,VC.4.9,9/20/90,Water Temperature_deg C,20,12,oaks,Vector control
14099,VC.5.13,9/20/90,Water Temperature_deg C,21.5,0,lower,Vector control
14100,VC.5.13,9/20/90,Water Temperature_deg C,21,1,lower,Vector control
14101,VC.5.13,9/20/90,Water Temperature_deg C,21,2,lower,Vector control
14102,VC.5.13,9/20/90,Water Temperature_deg C,20.5,3,lower,Vector control
14103,VC.5.13,9/20/90,Water Temperature_deg C,20.5,4,lower,Vector control
14104,VC.5.13,9/20/90,Water Temperature_deg C,20.5,5,lower,Vector control
14105,VC.5.13,9/20/90,Water Temperature_deg C,20.5,6,lower,Vector control
14106,VC.5.13,9/20/90,Water Temperature_deg C,20.5,7,lower,Vector control
14107,VC.5.13,9/20/90,Water Temperature_deg C,20.5,8,lower,Vector control
14108,VC.5.13,9/20/90,Water Temperature_deg C,20.5,9,lower,Vector control
14109,VC.5.13,9/20/90,Water Temperature_deg C,20.5,10,lower,Vector control
14110,VC.5.13,9/20/90,Water Temperature_deg C,20.5,11,lower,Vector control
14111,VC.5.13,9/20/90,Water Temperature_deg C,20.5,12,lower,Vector control
14112,VC.5.13,9/20/90,Water Temperature_deg C,20.5,13,lower,Vector control
14113,VC.5.13,9/20/90,Water Temperature_deg C,20.5,14,lower,Vector control
14114,VC.3.5,10/1/90,Water Temperature_deg C,22,0,upper,Vector control
14115,VC.3.5,10/1/90,Water Temperature_deg C,20.5,1,upper,Vector control
14116,VC.3.5,10/1/90,Water Temperature_deg C,20,2,upper,Vector control
14117,VC.3.5,10/1/90,Water Temperature_deg C,20,3,upper,Vector control
14118,VC.3.5,10/1/90,Water Temperature_deg C,20,4,upper,Vector control
3413,CLEAR LK A LAKEPORT,10/5/90,Water Temperature_deg C,17.78,0,upper,DWR
14119,VC.5.13,10/11/90,Water Temperature_deg C,21,0,lower,Vector control
14120,VC.5.13,10/11/90,Water Temperature_deg C,20,1,lower,Vector control
14121,VC.5.13,10/11/90,Water Temperature_deg C,19.5,2,lower,Vector control
14122,VC.5.13,10/11/90,Water Temperature_deg C,19.5,3,lower,Vector control
14123,VC.5.13,10/11/90,Water Temperature_deg C,19.5,4,lower,Vector control
14124,VC.5.13,10/11/90,Water Temperature_deg C,19.5,5,lower,Vector control
14125,VC.5.13,10/11/90,Water Temperature_deg C,19.5,6,lower,Vector control
14126,VC.5.13,10/11/90,Water Temperature_deg C,19.5,7,lower,Vector control
14127,VC.5.13,10/11/90,Water Temperature_deg C,19.5,8,lower,Vector control
14128,VC.5.13,10/11/90,Water Temperature_deg C,19.5,9,lower,Vector control
14129,VC.5.13,10/11/90,Water Temperature_deg C,19.5,10,lower,Vector control
14130,VC.5.13,10/11/90,Water Temperature_deg C,19.5,11,lower,Vector control
14131,VC.5.13,10/11/90,Water Temperature_deg C,19.5,12,lower,Vector control
14132,VC.5.13,10/11/90,Water Temperature_deg C,19.5,13,lower,Vector control
14133,VC.5.13,10/11/90,Water Temperature_deg C,19.5,14,lower,Vector control
14134,VC.4.9,10/11/90,Water Temperature_deg C,19.5,0,oaks,Vector control
14135,VC.4.9,10/11/90,Water Temperature_deg C,19,1,oaks,Vector control
14136,VC.4.9,10/11/90,Water Temperature_deg C,19,2,oaks,Vector control
14137,VC.4.9,10/11/90,Water Temperature_deg C,19,3,oaks,Vector control
14138,VC.4.9,10/11/90,Water Temperature_deg C,19,4,oaks,Vector control
14139,VC.4.9,10/11/90,Water Temperature_deg C,19,5,oaks,Vector control
14140,VC.4.9,10/11/90,Water Temperature_deg C,19,6,oaks,Vector control
14141,VC.4.9,10/11/90,Water Temperature_deg C,19,7,oaks,Vector control
14142,VC.4.9,10/11/90,Water Temperature_deg C,19,8,oaks,Vector control
14143,VC.4.9,10/11/90,Water Temperature_deg C,19,9,oaks,Vector control
14144,VC.4.9,10/11/90,Water Temperature_deg C,19,10,oaks,Vector control
14145,VC.4.9,10/11/90,Water Temperature_deg C,19,11,oaks,Vector control
14146,VC.4.9,10/11/90,Water Temperature_deg C,19,12,oaks,Vector control
14147,VC.4.9,10/11/90,Water Temperature_deg C,19,12.5,oaks,Vector control
648,CLEAR LK 15-UP ARM CL-1,10/25/90,Water Temperature_deg C,17.3,0,upper,DWR
649,CLEAR LK 15-UP ARM CL-1,10/25/90,Water Temperature_deg C,16.3,4.9,upper,DWR
1500,CLEAR LK 23 OAKS ARM CL4,10/25/90,Water Temperature_deg C,16.7,10.4,oaks,DWR
1501,CLEAR LK 23 OAKS ARM CL4,10/25/90,Water Temperature_deg C,17.4,0,oaks,DWR
2360,CLEAR LK LO ARM CL3,10/25/90,Water Temperature_deg C,17,8.5,lower,DWR
2361,CLEAR LK LO ARM CL3,10/25/90,Water Temperature_deg C,17.3,0,lower,DWR
14148,VC.3.5,11/2/90,Water Temperature_deg C,15.5,0,upper,Vector control
14149,VC.3.5,11/2/90,Water Temperature_deg C,15,1,upper,Vector control
14150,VC.3.5,11/2/90,Water Temperature_deg C,14,2,upper,Vector control
14151,VC.3.5,11/2/90,Water Temperature_deg C,13,3,upper,Vector control
14152,VC.3.5,11/2/90,Water Temperature_deg C,13,3.5,upper,Vector control
14153,VC.4.9,11/7/90,Water Temperature_deg C,14,0,oaks,Vector control
14154,VC.4.9,11/7/90,Water Temperature_deg C,14,1,oaks,Vector control
14155,VC.4.9,11/7/90,Water Temperature_deg C,14,2,oaks,Vector control
14156,VC.4.9,11/7/90,Water Temperature_deg C,14,3,oaks,Vector control
14157,VC.4.9,11/7/90,Water Temperature_deg C,14,4,oaks,Vector control
14158,VC.4.9,11/7/90,Water Temperature_deg C,14,5,oaks,Vector control
14159,VC.4.9,11/7/90,Water Temperature_deg C,14,6,oaks,Vector control
14160,VC.4.9,11/7/90,Water Temperature_deg C,14,7,oaks,Vector control
14161,VC.4.9,11/7/90,Water Temperature_deg C,14,8,oaks,Vector control
14162,VC.4.9,11/7/90,Water Temperature_deg C,14,9,oaks,Vector control
14163,VC.4.9,11/7/90,Water Temperature_deg C,14,10,oaks,Vector control
14164,VC.4.9,11/7/90,Water Temperature_deg C,14,11,oaks,Vector control
14165,VC.4.9,11/7/90,Water Temperature_deg C,14,12,oaks,Vector control
14166,VC.5.13,11/15/90,Water Temperature_deg C,13.5,0,lower,Vector control
14167,VC.5.13,11/15/90,Water Temperature_deg C,13.5,1,lower,Vector control
14168,VC.5.13,11/15/90,Water Temperature_deg C,13.5,2,lower,Vector control
14169,VC.5.13,11/15/90,Water Temperature_deg C,13.5,3,lower,Vector control
14170,VC.5.13,11/15/90,Water Temperature_deg C,13.5,4,lower,Vector control
14171,VC.5.13,11/15/90,Water Temperature_deg C,13.5,5,lower,Vector control
14172,VC.5.13,11/15/90,Water Temperature_deg C,13.5,6,lower,Vector control
14173,VC.5.13,11/15/90,Water Temperature_deg C,13.5,7,lower,Vector control
14174,VC.5.13,11/15/90,Water Temperature_deg C,13.5,8,lower,Vector control
14175,VC.5.13,11/15/90,Water Temperature_deg C,13.5,9,lower,Vector control
14176,VC.5.13,11/15/90,Water Temperature_deg C,13.5,10,lower,Vector control
14177,VC.5.13,11/15/90,Water Temperature_deg C,13.5,11,lower,Vector control
14178,VC.5.13,11/15/90,Water Temperature_deg C,13.5,12,lower,Vector control
14179,VC.5.13,11/15/90,Water Temperature_deg C,13.5,13,lower,Vector control
14180,VC.5.13,11/15/90,Water Temperature_deg C,13,14,lower,Vector control
14181,VC.5.13,11/15/90,Water Temperature_deg C,13,15,lower,Vector control
650,CLEAR LK 15-UP ARM CL-1,11/20/90,Water Temperature_deg C,11.2,0,upper,DWR
651,CLEAR LK 15-UP ARM CL-1,11/20/90,Water Temperature_deg C,10.8,4.9,upper,DWR
1502,CLEAR LK 23 OAKS ARM CL4,11/20/90,Water Temperature_deg C,12.1,0,oaks,DWR
1503,CLEAR LK 23 OAKS ARM CL4,11/20/90,Water Temperature_deg C,12.1,10.1,oaks,DWR
2362,CLEAR LK LO ARM CL3,11/20/90,Water Temperature_deg C,12,0,lower,DWR
2363,CLEAR LK LO ARM CL3,11/20/90,Water Temperature_deg C,12,9.1,lower,DWR
14182,VC.3.5,12/3/90,Water Temperature_deg C,9,0,upper,Vector control
14183,VC.3.5,12/3/90,Water Temperature_deg C,9,1,upper,Vector control
14184,VC.3.5,12/3/90,Water Temperature_deg C,8.5,2,upper,Vector control
14185,VC.3.5,12/3/90,Water Temperature_deg C,8.5,3,upper,Vector control
14186,VC.3.5,12/3/90,Water Temperature_deg C,8.5,3.5,upper,Vector control
3414,CLEAR LK A LAKEPORT,12/6/90,Water Temperature_deg C,6.67,0,upper,DWR
14187,VC.4.9,12/6/90,Water Temperature_deg C,9.5,0,oaks,Vector control
14188,VC.4.9,12/6/90,Water Temperature_deg C,9.5,1,oaks,Vector control
14189,VC.4.9,12/6/90,Water Temperature_deg C,9.5,2,oaks,Vector control
14190,VC.4.9,12/6/90,Water Temperature_deg C,9.5,3,oaks,Vector control
14191,VC.4.9,12/6/90,Water Temperature_deg C,9.5,4,oaks,Vector control
14192,VC.4.9,12/6/90,Water Temperature_deg C,9.5,5,oaks,Vector control
14193,VC.4.9,12/6/90,Water Temperature_deg C,9.5,6,oaks,Vector control
14194,VC.4.9,12/6/90,Water Temperature_deg C,9.5,7,oaks,Vector control
14195,VC.4.9,12/6/90,Water Temperature_deg C,9.5,8,oaks,Vector control
14196,VC.4.9,12/6/90,Water Temperature_deg C,9.5,9,oaks,Vector control
14197,VC.4.9,12/6/90,Water Temperature_deg C,9.5,10,oaks,Vector control
14198,VC.4.9,12/6/90,Water Temperature_deg C,9.5,11,oaks,Vector control
14199,VC.4.9,12/6/90,Water Temperature_deg C,9.5,12,oaks,Vector control
14200,VC.5.13,12/6/90,Water Temperature_deg C,10,0,lower,Vector control
14201,VC.5.13,12/6/90,Water Temperature_deg C,10,1,lower,Vector control
14202,VC.5.13,12/6/90,Water Temperature_deg C,10,2,lower,Vector control
14203,VC.5.13,12/6/90,Water Temperature_deg C,10,3,lower,Vector control
14204,VC.5.13,12/6/90,Water Temperature_deg C,10,4,lower,Vector control
14205,VC.5.13,12/6/90,Water Temperature_deg C,10,5,lower,Vector control
14206,VC.5.13,12/6/90,Water Temperature_deg C,10,6,lower,Vector control
14207,VC.5.13,12/6/90,Water Temperature_deg C,10,7,lower,Vector control
14208,VC.5.13,12/6/90,Water Temperature_deg C,10,8,lower,Vector control
14209,VC.5.13,12/6/90,Water Temperature_deg C,10,9,lower,Vector control
14210,VC.5.13,12/6/90,Water Temperature_deg C,10,10,lower,Vector control
14211,VC.5.13,12/6/90,Water Temperature_deg C,10,11,lower,Vector control
14212,VC.5.13,12/6/90,Water Temperature_deg C,10,12,lower,Vector control
14213,VC.5.13,12/6/90,Water Temperature_deg C,10,13,lower,Vector control
14214,VC.5.13,12/6/90,Water Temperature_deg C,10,14,lower,Vector control
652,CLEAR LK 15-UP ARM CL-1,12/26/90,Water Temperature_deg C,3.2,6.1,upper,DWR
653,CLEAR LK 15-UP ARM CL-1,12/26/90,Water Temperature_deg C,3.7,0,upper,DWR
1504,CLEAR LK 23 OAKS ARM CL4,12/26/90,Water Temperature_deg C,5.1,11.6,oaks,DWR
1505,CLEAR LK 23 OAKS ARM CL4,12/26/90,Water Temperature_deg C,5.2,0,oaks,DWR
2364,CLEAR LK LO ARM CL3,12/26/90,Water Temperature_deg C,4.8,8.5,lower,DWR
2365,CLEAR LK LO ARM CL3,12/26/90,Water Temperature_deg C,4.9,0,lower,DWR
14215,VC.3.5,1/10/91,Water Temperature_deg C,5,0,upper,Vector control
14216,VC.3.5,1/10/91,Water Temperature_deg C,5,1,upper,Vector control
14217,VC.3.5,1/10/91,Water Temperature_deg C,4.5,2,upper,Vector control
14218,VC.3.5,1/10/91,Water Temperature_deg C,4.5,3,upper,Vector control
14219,VC.3.5,1/10/91,Water Temperature_deg C,4.5,3.5,upper,Vector control
654,CLEAR LK 15-UP ARM CL-1,1/24/91,Water Temperature_deg C,6.1,0,upper,DWR
655,CLEAR LK 15-UP ARM CL-1,1/24/91,Water Temperature_deg C,5.3,7,upper,DWR
1506,CLEAR LK 23 OAKS ARM CL4,1/24/91,Water Temperature_deg C,5.6,11.6,oaks,DWR
1507,CLEAR LK 23 OAKS ARM CL4,1/24/91,Water Temperature_deg C,5.7,0,oaks,DWR
2366,CLEAR LK LO ARM CL3,1/24/91,Water Temperature_deg C,5.6,8.5,lower,DWR
2367,CLEAR LK LO ARM CL3,1/24/91,Water Temperature_deg C,5.6,0,lower,DWR
14220,VC.4.9,1/24/91,Water Temperature_deg C,6,0,oaks,Vector control
14221,VC.4.9,1/24/91,Water Temperature_deg C,6,1,oaks,Vector control
14222,VC.4.9,1/24/91,Water Temperature_deg C,6,2,oaks,Vector control
14223,VC.4.9,1/24/91,Water Temperature_deg C,6,3,oaks,Vector control
14224,VC.4.9,1/24/91,Water Temperature_deg C,6,4,oaks,Vector control
14225,VC.4.9,1/24/91,Water Temperature_deg C,6,5,oaks,Vector control
14226,VC.4.9,1/24/91,Water Temperature_deg C,5.5,6,oaks,Vector control
14227,VC.4.9,1/24/91,Water Temperature_deg C,5.5,7,oaks,Vector control
14228,VC.4.9,1/24/91,Water Temperature_deg C,5.5,8,oaks,Vector control
14229,VC.4.9,1/24/91,Water Temperature_deg C,5.5,9,oaks,Vector control
14230,VC.4.9,1/24/91,Water Temperature_deg C,5.5,10,oaks,Vector control
14231,VC.4.9,1/24/91,Water Temperature_deg C,5.5,11,oaks,Vector control
14232,VC.4.9,1/24/91,Water Temperature_deg C,5.5,12,oaks,Vector control
14233,VC.5.13,1/24/91,Water Temperature_deg C,6,0,lower,Vector control
14234,VC.5.13,1/24/91,Water Temperature_deg C,6,1,lower,Vector control
14235,VC.5.13,1/24/91,Water Temperature_deg C,6,2,lower,Vector control
14236,VC.5.13,1/24/91,Water Temperature_deg C,6,3,lower,Vector control
14237,VC.5.13,1/24/91,Water Temperature_deg C,6,4,lower,Vector control
14238,VC.5.13,1/24/91,Water Temperature_deg C,6,5,lower,Vector control
14239,VC.5.13,1/24/91,Water Temperature_deg C,6,6,lower,Vector control
14240,VC.5.13,1/24/91,Water Temperature_deg C,6,7,lower,Vector control
14241,VC.5.13,1/24/91,Water Temperature_deg C,6,8,lower,Vector control
14242,VC.5.13,1/24/91,Water Temperature_deg C,6,9,lower,Vector control
14243,VC.5.13,1/24/91,Water Temperature_deg C,6,10,lower,Vector control
14244,VC.5.13,1/24/91,Water Temperature_deg C,6,11,lower,Vector control
14245,VC.5.13,1/24/91,Water Temperature_deg C,6,12,lower,Vector control
14246,VC.5.13,1/24/91,Water Temperature_deg C,6,13,lower,Vector control
14247,VC.5.13,1/24/91,Water Temperature_deg C,6,14,lower,Vector control
14248,VC.5.13,1/24/91,Water Temperature_deg C,6,15,lower,Vector control
3415,CLEAR LK A LAKEPORT,2/8/91,Water Temperature_deg C,8.89,0,upper,DWR
14249,VC.3.5,2/14/91,Water Temperature_deg C,10.5,0,upper,Vector control
14250,VC.3.5,2/14/91,Water Temperature_deg C,10,1,upper,Vector control
14251,VC.3.5,2/14/91,Water Temperature_deg C,9.5,2,upper,Vector control
14252,VC.3.5,2/14/91,Water Temperature_deg C,9.5,3,upper,Vector control
14253,VC.3.5,2/14/91,Water Temperature_deg C,9.5,3.5,upper,Vector control
14254,VC.5.13,2/26/91,Water Temperature_deg C,10.5,1,lower,Vector control
14255,VC.5.13,2/26/91,Water Temperature_deg C,10.5,2,lower,Vector control
14256,VC.5.13,2/26/91,Water Temperature_deg C,10,3,lower,Vector control
14257,VC.5.13,2/26/91,Water Temperature_deg C,10,4,lower,Vector control
14258,VC.5.13,2/26/91,Water Temperature_deg C,9.5,5,lower,Vector control
14259,VC.5.13,2/26/91,Water Temperature_deg C,9.5,6,lower,Vector control
14260,VC.5.13,2/26/91,Water Temperature_deg C,9.5,7,lower,Vector control
14261,VC.5.13,2/26/91,Water Temperature_deg C,9,8,lower,Vector control
14262,VC.5.13,2/26/91,Water Temperature_deg C,9,9,lower,Vector control
14263,VC.5.13,2/26/91,Water Temperature_deg C,9,10,lower,Vector control
14264,VC.5.13,2/26/91,Water Temperature_deg C,9,11,lower,Vector control
14265,VC.5.13,2/26/91,Water Temperature_deg C,9,12,lower,Vector control
14266,VC.5.13,2/26/91,Water Temperature_deg C,9,13,lower,Vector control
14267,VC.5.13,2/26/91,Water Temperature_deg C,9,14,lower,Vector control
14268,VC.4.9,2/26/91,Water Temperature_deg C,10,0,oaks,Vector control
14269,VC.4.9,2/26/91,Water Temperature_deg C,10,1,oaks,Vector control
14270,VC.4.9,2/26/91,Water Temperature_deg C,10,2,oaks,Vector control
14271,VC.4.9,2/26/91,Water Temperature_deg C,9.5,3,oaks,Vector control
14272,VC.4.9,2/26/91,Water Temperature_deg C,9,4,oaks,Vector control
14273,VC.4.9,2/26/91,Water Temperature_deg C,9,5,oaks,Vector control
14274,VC.4.9,2/26/91,Water Temperature_deg C,9,6,oaks,Vector control
14275,VC.4.9,2/26/91,Water Temperature_deg C,9,7,oaks,Vector control
14276,VC.4.9,2/26/91,Water Temperature_deg C,9,8,oaks,Vector control
14277,VC.4.9,2/26/91,Water Temperature_deg C,9,9,oaks,Vector control
14278,VC.4.9,2/26/91,Water Temperature_deg C,9,10,oaks,Vector control
14279,VC.4.9,2/26/91,Water Temperature_deg C,9,11,oaks,Vector control
14280,VC.4.9,2/26/91,Water Temperature_deg C,9,12,oaks,Vector control
656,CLEAR LK 15-UP ARM CL-1,2/27/91,Water Temperature_deg C,10.1,0,upper,DWR
1508,CLEAR LK 23 OAKS ARM CL4,2/27/91,Water Temperature_deg C,9.3,0,oaks,DWR
2368,CLEAR LK LO ARM CL3,2/27/91,Water Temperature_deg C,9.5,0,lower,DWR
14281,VC.3.5,3/19/91,Water Temperature_deg C,8.5,0,upper,Vector control
14282,VC.3.5,3/19/91,Water Temperature_deg C,8.5,1,upper,Vector control
14283,VC.3.5,3/19/91,Water Temperature_deg C,8.5,2,upper,Vector control
14284,VC.3.5,3/19/91,Water Temperature_deg C,8,3,upper,Vector control
14285,VC.3.5,3/19/91,Water Temperature_deg C,8,4,upper,Vector control
14286,VC.3.5,3/19/91,Water Temperature_deg C,8,4.5,upper,Vector control
14287,VC.4.9,3/21/91,Water Temperature_deg C,9,0,oaks,Vector control
